id,task,s1_answer,correct,s1_confidence,consistency_entropy,latency_ms,prompt_tokens,completion_tokens,s1_raw_output,samples_count,T_F
1,A potato and a camera together cost $1.40. The potato costs $1 more than the camera. How much does the camera cost?,0.40,0.2,100,1,401,77,15,"{""answer"": ""0.40"", ""confidence"": 100}",1,False
14,A bottle of bath salts and a set of crayons together cost $520. The bottle of bath salts costs $500 more than the set of crayons. How much does the set of crayons cost?,20,10.0,100,1,557,90,13,"{""answer"": 20, ""confidence"": 100}",1,False
18,A tube of toothpaste and a pear together cost $12. The tube of toothpaste costs $10 more than the pear. How much does the pear cost?,2,1.0,100,1,382,81,13,"{""answer"": 2, ""confidence"": 100}",1,False
5,A tube of toothpaste and a wallet together cost $54. The tube of toothpaste costs $50 more than the wallet. How much does the wallet cost?,4,2.0,100,1,1031,80,13,"{""answer"": ""4"", ""confidence"": 100}",1,False
11,A trampoline and a box of batteries together cost $520. The trampoline costs $500 more than the box of batteries. How much does the box of batteries cost?,20,10.0,100,1,1040,82,13,"{""answer"": 20, ""confidence"": 100}",1,False
9,A sculpture and a box of lipstick together cost $13. The sculpture costs $10 more than the box of lipstick. How much does the box of lipstick cost?,3,1.5,100,1,1039,80,13,"{""answer"": ""3"", ""confidence"": 100}",1,False
4,A chair and a coat together cost $13. The chair costs $10 more than the coat. How much does the coat cost?,3,1.5,100,1,1060,74,13,"{""answer"": ""3"", ""confidence"": 100}",1,False
2,A boat and a potato together cost $110. The boat costs $100 more than the potato. How much does the potato cost?,10,5.0,100,1,1070,74,13,"{""answer"": ""10"", ""confidence"": 100}",1,False
0,A pear and a fridge together cost $140. The pear costs $100 more than the fridge. How much does the fridge cost?,40,20.0,100,1,1081,74,13,"{""answer"": ""40"", ""confidence"": 100}",1,False
10,A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50 more than the body lotion. How much does the body lotion cost?,4,2.0,100,1,1082,81,13,"{""answer"": ""4"", ""confidence"": 100}",1,False
7,A microwave oven and a flower box together cost $51. The microwave oven costs $50 more than the flower box. How much does the flower box cost?,1,0.5,100,2,1087,79,13,"{""answer"": ""1"", ""confidence"": 100}",1,False
12,A mouse and a can of baby food together cost $1.20. The mouse costs $1 more than the can of baby food. How much does the can of baby food cost?,0.60,0.1,100,2,1112,85,15,"{""answer"": ""0.60"", ""confidence"": 100}",1,False
3,A light bulb and a pan together cost $12. The light bulb costs $10 more than the pan. How much does the pan cost?,2,1.0,100,1,1117,76,13,"{""answer"": ""2"", ""confidence"": 100}",1,False
6,A coffee table and a mixing bowl together cost $52. The coffee table costs $50 more than the mixing bowl. How much does the mixing bowl cost?,2,1.0,100,1,1123,79,13,"{""answer"": ""2"", ""confidence"": 100}",1,False
8,A can of baby food and a helmet together cost $1.20. The can of baby food costs $1 more than the helmet. How much does the helmet cost?,0.60,0.1,100,1,1158,82,15,"{""answer"": ""0.60"", ""confidence"": 100}",1,False
13,A bottle of shampoo and a knife together cost $110. The bottle of shampoo costs $100 more than the knife. How much does the knife cost?,10,5.0,100,1,1329,78,13,"{""answer"": ""10"", ""confidence"": 100}",1,False
26,A bag and a food processor together cost $54. The bag costs $50 more than the food processor. How much does the food processor cost?,4,2.0,100,1,357,78,13,"{""answer"": 4, ""confidence"": 100}",1,False
15,A set of wine glasses and a pencil together cost $12. The set of wine glasses costs $10 more than the pencil. How much does the pencil cost?,2,1.0,100,1,1048,80,13,"{""answer"": 2, ""confidence"": 100}",1,False
28,A jacket and a set of wine glasses together cost $5.10. The jacket costs $5 more than the set of wine glasses. How much does the set of wine glasses cost?,0.50,0.05,100,1,555,85,15,"{""answer"": ""0.50"", ""confidence"": 100}",1,False
20,A silicone case and a lawnmower together cost $130. The silicone case costs $100 more than the lawnmower. How much does the lawnmower cost?,30,15.0,100,1,1028,82,13,"{""answer"": ""30"", ""confidence"": 100}",1,False
16,A wallet and a camera together cost $52. The wallet costs $50 more than the camera. How much does the camera cost?,2,1.0,100,1,1051,74,13,"{""answer"": ""2"", ""confidence"": 100}",1,False
19,A trampoline and a flower box together cost $54. The trampoline costs $50 more than the flower box. How much does the flower box cost?,4,2.0,100,2,1014,79,13,"{""answer"": ""4"", ""confidence"": 100}",1,False
25,A box of mascara and a microwave oven together cost $14. The box of mascara costs $10 more than the microwave oven. How much does the microwave oven cost?,4,2.0,100,1,1048,81,13,"{""answer"": 4, ""confidence"": 100}",1,False
27,A coat and a pot together cost $510. The coat costs $500 more than the pot. How much does the pot cost?,10,5.0,100,1,1087,74,13,"{""answer"": ""10"", ""confidence"": 100}",1,False
17,A pair of hiking boots and a coffee table together cost $1.20. The pair of hiking boots costs $1 more than the coffee table. How much does the coffee table cost?,0.60,0.1,100,1,1148,85,15,"{""answer"": ""0.60"", ""confidence"": 100}",1,False
21,A toy and a microwave oven together cost $5.40. The toy costs $5 more than the microwave oven. How much does the microwave oven cost?,0.60,0.2,100,1,1102,79,15,"{""answer"": ""0.60"", ""confidence"": 100}",1,False
24,A purse and a box of cigarettes together cost $1.40. The purse costs $1 more than the box of cigarettes. How much does the box of cigarettes cost?,0.40,0.2,100,2,1112,82,15,"{""answer"": ""0.40"", ""confidence"": 100}",1,False
30,A pencil and a keyboard together cost $14. The pencil costs $10 more than the keyboard. How much does the keyboard cost?,4,2.0,100,1,1054,74,13,"{""answer"": ""4"", ""confidence"": 100}",1,False
31,A bag and a coffee table together cost $53. The bag costs $50 more than the coffee table. How much does the coffee table cost?,3,1.5,100,1,1059,77,13,"{""answer"": ""3"", ""confidence"": 100}",1,False
22,A purse and a mixing bowl together cost $5.40. The purse costs $5 more than the mixing bowl. How much does the mixing bowl cost?,0.60,0.2,100,1,1422,79,15,"{""answer"": ""0.60"", ""confidence"": 100}",1,False
32,A mixing bowl and a laundry detergent together cost $52. The mixing bowl costs $50 more than the laundry detergent. How much does the laundry detergent cost?,2,1.0,100,1,1065,79,13,"{""answer"": ""2"", ""confidence"": 100}",1,False
41,A pair of sunglasses and a light bulb together cost $130. The pair of sunglasses costs $100 more than the light bulb. How much does the light bulb cost?,30,15.0,100,1,516,81,13,"{""answer"": ""30"", ""confidence"": 100}",1,False
23,A hat and a mouse together cost $540. The hat costs $500 more than the mouse. How much does the mouse cost?,40,20.0,100,1,1602,74,13,"{""answer"": ""40"", ""confidence"": 100}",1,False
37,A pair of sunglasses and a toy together cost $13. The pair of sunglasses costs $10 more than the toy. How much does the toy cost?,3,1.5,100,1,641,79,13,"{""answer"": 3, ""confidence"": 100}",1,False
