id,task,s1_answer,correct,s1_confidence,consistency_entropy,latency_ms,prompt_tokens,completion_tokens,s1_raw_output,samples_count,T_F
13,"How long does it take 2 people to read 2 books, if it takes 4 people 4 weeks to read 4 books?",4 weeks,4.0,100,1,254,70,17,"{""answer"": ""4 weeks"", ""confidence"": 100}",1,True
17,"How long does it take 6 programmers to write 6 lines of code, if it takes 7 programmers 7 hours to write 7 lines of code?",6 hours,7.0,100,2,254,74,17,"{""answer"": ""6 hours"", ""confidence"": 100}",1,False
9,"How long does it take 5 people to plant 5 trees, if it takes 6 people 6 minutes to plant 6 trees?",5 minutes,6.0,100,1,265,70,17,"{""answer"": ""5 minutes"", ""confidence"": 100}",1,False
16,"How long does it take 40 people to pick 40 fields of strawberries, if it takes 70 people 70 hours to pick 70 fields of strawberries?",40 hours,70.0,100,2,267,81,18,"{""answer"": ""40 hours"", ""confidence"": 100}",1,False
0,"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",4 hours,7.0,100,1,280,72,17,"{""answer"": ""4 hours"", ""confidence"": 100}",1,False
14,"How long does it take 5 teams to renovate 5 houses, if it takes 8 teams 8 weeks to renovate 8 houses?",5 weeks,8.0,100,1,291,72,17,"{""answer"": ""5 weeks"", ""confidence"": 100}",1,False
10,"How long does it take 30 coffee machines to make 30 coffees, if it takes 40 coffee machines 40 minutes to make 40 coffees?",40 minutes,40.0,100,1,299,79,18,"{""answer"": ""40 minutes"", ""confidence"": 100}",1,True
1,"How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry?",8 hours,8.0,100,1,299,76,17,"{""answer"": ""8 hours"", ""confidence"": 100}",1,True
15,"How long does it take 30 people to knit 30 pairs of socks, if it takes 40 people 40 weeks to knit 40 pairs of socks?",40 weeks,40.0,100,1,294,81,18,"{""answer"": ""40 weeks"", ""confidence"": 100}",1,True
7,"How long does it take 40 students to change 40 light bulbs, if it takes 70 students 70 minutes to change 70 light bulbs?",70 minutes,70.0,100,1,303,79,18,"{""answer"": ""70 minutes"", ""confidence"": 100}",1,True
6,"How long does it take 30 cleaners to clean 30 rooms, if it takes 50 cleaners 50 hours to clean 50 rooms?",50 hours,50.0,100,1,315,77,18,"{""answer"": ""50 hours"", ""confidence"": 100}",1,True
8,"How long does it take 40 builders to build 40 houses, if it takes 50 builders 50 weeks to build 50 houses?",4 weeks,50.0,100,1,323,75,17,"{""answer"": ""4 weeks"", ""confidence"": 100}",1,False
2,"How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?",50 minutes,60.0,100,1,365,77,18,"{""answer"": ""50 minutes"", ""confidence"": 100}",1,False
12,"How long does it take 10 children to eat 10 boxes of chocolates, if it takes 50 children 50 minutes to eat 50 boxes of chocolates?",50 minutes,50.0,100,1,422,81,18,"{""answer"": ""50 minutes"", ""confidence"": 100}",1,True
4,"How long does it take 10 ovens to bake 10 lasagnas, if it takes 60 ovens 60 minutes to bake 60 lasagnas?",60 minutes,60.0,100,1,299,81,18,"{""answer"": ""60 minutes"", ""confidence"": 100}",1,True
18,"How long does it take 4 photographers to take 4 photos, if it takes 8 photographers 8 hours to take 8 photos?",1 hour,8.0,100,1,279,72,17,"{""answer"": ""1 hour"", ""confidence"": 100}",1,False
27,"How long does it take 30 hair stylists to finish 30 hairstyles, if it takes 50 hair stylists 50 minutes to finish 50 hairstyles?",50 minutes,50.0,100,1,270,83,18,"{""answer"": ""50 minutes"", ""confidence"": 100}",1,True
