id,task,s1_answer,correct,s1_confidence,consistency_entropy,latency_ms,prompt_tokens,completion_tokens,s1_raw_output,samples_count,T_F
7,A microwave oven and a flower box together cost $51. The microwave oven costs $50. How much does the flower box cost?,$1,1.0,100,1,271,70,16,"{""answer"": ""$1"", ""confidence"": 100}",1,True
10,A pair of leggings and a body lotion together cost $54. The pair of leggings costs $50. How much does the body lotion cost?,$4,4.0,100,1,284,76,16,"{""answer"": ""$4"", ""confidence"": 100}",1,True
5,A tube of toothpaste and a wallet together cost $54. The tube of toothpaste costs $50. How much does the wallet cost?,The wallet costs $4.,4.0,100,2,298,72,20,"{""answer"": ""The wallet costs $4."", ""confidence"": 100}",1,True
12,A mouse and a can of baby food together cost $1.20. The mouse costs $1. How much does the can of baby food cost?,$0.20,0.2,100,2,304,73,19,"{""answer"": ""$0.20"", ""confidence"": 100}",1,True
3,A light bulb and a pan together cost $12. The light bulb costs $10. How much does the pan cost?,$2,2.0,100,1,310,68,16,"{""answer"": ""$2"", ""confidence"": 100}",1,True
1,A potato and a camera together cost $1.40. The potato costs $1. How much does the camera cost?,$0.40,0.4,100,1,330,67,19,"{""answer"": ""$0.40"", ""confidence"": 100}",1,True
8,A can of baby food and a helmet together cost $1.20. The can of baby food costs $1. How much does the helmet cost?,$0.20,0.2,100,1,341,73,19,"{""answer"": ""$0.20"", ""confidence"": 100}",1,True
14,A bottle of bath salts and a set of crayons together cost $520. The bottle of bath salts costs $500. How much does the set of crayons cost?,$20,20.0,100,1,388,80,25,"```json {   ""answer"": ""$20"",   ""confidence"": 100 } ```",1,True
11,A trampoline and a box of batteries together cost $520. The trampoline costs $500. How much does the box of batteries cost?,$20,20.0,100,1,427,76,25,"```json {   ""answer"": ""$20"",   ""confidence"": 100 } ```",1,True
20,A silicone case and a lawnmower together cost $130. The silicone case costs $100. How much does the lawnmower cost?,$30,30.0,100,2,263,74,17,"{""answer"": ""$30"", ""confidence"": 100}",1,True
13,A bottle of shampoo and a knife together cost $110. The bottle of shampoo costs $100. How much does the knife cost?,$10,10.0,100,2,573,76,17,"{""answer"": ""$10"", ""confidence"": 100}",1,True
22,A purse and a mixing bowl together cost $5.40. The purse costs $5. How much does the mixing bowl cost?,$0.40,0.4,100,1,301,69,19,"{""answer"": ""$0.40"", ""confidence"": 100}",1,True
16,A wallet and a camera together cost $52. The wallet costs $50. How much does the camera cost?,$2,2.0,100,2,322,66,16,"{""answer"": ""$2"", ""confidence"": 100}",1,True
23,A hat and a mouse together cost $540. The hat costs $500. How much does the mouse cost?,$40,40.0,100,1,318,68,17,"{""answer"": ""$40"", ""confidence"": 100}",1,True
26,A bag and a food processor together cost $54. The bag costs $50. How much does the food processor cost?,$4,4.0,100,1,269,68,16,"{""answer"": ""$4"", ""confidence"": 100}",1,True
