id,task,s1_answer,correct,s1_confidence,consistency_entropy,latency_ms,prompt_tokens,completion_tokens,s1_raw_output,samples_count,T_F
3,A light bulb and a pan together cost $12. The light bulb costs $10 more than the pan. How much does the pan cost?,$1,1.0,100,1,954,65,13,"{""answer"": ""$1"", ""confidence"": 100}",1,True
14,A bottle of bath salts and a set of crayons together cost $520. The bottle of bath salts costs $500 more than the set of crayons. How much does the set of crayons cost?,$10,10.0,100,1,956,78,13,"{""answer"": ""$10"", ""confidence"": 100}",1,True
11,A trampoline and a box of batteries together cost $520. The trampoline costs $500 more than the box of batteries. How much does the box of batteries cost?,$10,10.0,100,1,958,73,13,"{""answer"": ""$10"", ""confidence"": 100}",1,True
9,A sculpture and a box of lipstick together cost $13. The sculpture costs $10 more than the box of lipstick. How much does the box of lipstick cost?,$1.50,1.5,95,1,965,72,15,"{""answer"": ""$1.50"", ""confidence"": 95}",1,True
15,A set of wine glasses and a pencil together cost $12. The set of wine glasses costs $10 more than the pencil. How much does the pencil cost?,$1,1.0,100,1,960,69,13,"{""answer"": ""$1"", ""confidence"": 100}",1,True
5,A tube of toothpaste and a wallet together cost $54. The tube of toothpaste costs $50 more than the wallet. How much does the wallet cost?,$2,2.0,95,2,963,67,13,"{""answer"": ""$2"", ""confidence"": 95}",1,True
6,A coffee table and a mixing bowl together cost $52. The coffee table costs $50 more than the mixing bowl. How much does the mixing bowl cost?,$1,1.0,100,1,978,68,13,"{""answer"": ""$1"", ""confidence"": 100}",1,True
16,A wallet and a camera together cost $52. The wallet costs $50 more than the camera. How much does the camera cost?,$1,1.0,100,1,969,63,13,"{""answer"": ""$1"", ""confidence"": 100}",1,True
8,A can of baby food and a helmet together cost $1.20. The can of baby food costs $1 more than the helmet. How much does the helmet cost?,$0.10,0.1,100,2,986,71,15,"{""answer"": ""$0.10"", ""confidence"": 100}",1,True
13,A bottle of shampoo and a knife together cost $110. The bottle of shampoo costs $100 more than the knife. How much does the knife cost?,The knife costs $5.,5.0,95,1,1003,67,17,"{""answer"": ""The knife costs $5."", ""confidence"": 95}",1,True
12,A mouse and a can of baby food together cost $1.20. The mouse costs $1 more than the can of baby food. How much does the can of baby food cost?,The can of baby food costs $0.10.,0.1,95,1,1444,74,22,"{""answer"": ""The can of baby food costs $0.10."", ""confidence"": 95}",1,True
18,A tube of toothpaste and a pear together cost $12. The tube of toothpaste costs $10 more than the pear. How much does the pear cost?,$1,1.0,100,1,693,67,13,"{""answer"": ""$1"", ""confidence"": 100}",1,True
